Comp-FITC-A,Comp-Texas Red-A,
261,250,1.044
1023,910,1.124175824
316,268,1.179104478
255,398,0.640703518
258,251,1.027888446
270,247,1.093117409
645,565,1.14159292
829,518,1.6003861
372,334,1.113772455
333,288,1.15625
596,394,1.512690355
249,239,1.041841004
266,247,1.076923077
952,794,1.198992443
510,510,1
261,247,1.056680162
255,243,1.049382716
245,243,1.008230453
320,480,0.666666667
275,254,1.082677165
260,252,1.031746032
869,719,1.208623088
787,752,1.046542553
895,689,1.298984035
869,740,1.174324324
691,791,0.87357775
562,268,2.097014925
264,242,1.090909091
961,782,1.228900256
1023,917,1.115594329
271,263,1.030418251
828,677,1.223042836
327,332,0.984939759
1022,965,1.059067358
395,575,0.686956522
1023,819,1.249084249
1001,841,1.190249703
296,266,1.112781955
737,679,1.085419735
258,243,1.061728395
985,826,1.192493947
250,467,0.535331906
297,439,0.676537585
845,688,1.228197674
249,244,1.020491803
250,241,1.037344398
288,251,1.147410359
552,682,0.809384164
253,243,1.041152263
293,481,0.609147609
285,259,1.1003861
252,250,1.008
264,253,1.043478261
332,438,0.757990868
259,256,1.01171875
312,299,1.043478261
270,254,1.062992126
258,249,1.036144578
270,254,1.062992126
445,506,0.87944664
906,572,1.583916084
345,614,0.561889251
320,263,1.216730038
396,601,0.65890183
832,626,1.329073482
1023,937,1.091782284
267,258,1.034883721
444,468,0.948717949
259,239,1.083682008
609,509,1.196463654
388,510,0.760784314
262,262,1
264,373,0.707774799
260,243,1.069958848
286,264,1.083333333
330,558,0.591397849
277,299,0.926421405
289,261,1.107279693
287,459,0.625272331
342,574,0.595818815
487,386,1.261658031
283,318,0.889937107
582,604,0.963576159
327,483,0.677018634
326,567,0.574955908
604,443,1.363431151
1023,898,1.139198218
752,786,0.956743003
591,690,0.856521739
286,263,1.087452471
255,245,1.040816327
826,564,1.464539007
353,476,0.741596639
796,650,1.224615385
245,238,1.029411765
264,247,1.068825911
261,249,1.048192771
249,238,1.046218487
1023,792,1.291666667
297,255,1.164705882
376,275,1.367272727
262,252,1.03968254
965,760,1.269736842
243,236,1.029661017
666,626,1.063897764
574,609,0.942528736
259,250,1.036
876,706,1.240793201
238,236,1.008474576
321,255,1.258823529
900,741,1.214574899
1022,973,1.050359712
479,391,1.225063939
1022,978,1.044989775
959,795,1.206289308
841,649,1.295839753
285,505,0.564356436
245,244,1.004098361
541,584,0.926369863
228,236,0.966101695
289,240,1.204166667
1023,899,1.137931034
279,496,0.5625
273,270,1.011111111
513,387,1.325581395
1022,969,1.054695562
888,744,1.193548387
681,663,1.027149321
248,372,0.666666667
259,245,1.057142857
243,241,1.008298755
707,435,1.625287356
260,245,1.06122449
774,715,1.082517483
415,660,0.628787879
964,742,1.299191375
947,725,1.306206897
289,267,1.082397004
255,239,1.066945607
247,245,1.008163265
919,843,1.090154211
250,238,1.050420168
287,544,0.527573529
468,349,1.340974212
257,245,1.048979592
240,241,0.995850622
252,244,1.032786885
346,358,0.966480447
281,256,1.09765625
383,413,0.927360775
298,425,0.701176471
253,247,1.024291498
264,259,1.019305019
322,457,0.704595186
530,535,0.990654206
271,388,0.698453608
276,254,1.086614173
360,656,0.548780488
285,250,1.14
682,419,1.627684964
1023,911,1.122941822
414,358,1.156424581
312,615,0.507317073
276,250,1.104
254,241,1.053941909
294,265,1.109433962
560,514,1.089494163
962,786,1.223918575
852,612,1.392156863
246,239,1.029288703
299,252,1.186507937
313,336,0.931547619
279,261,1.068965517
248,249,0.995983936
278,268,1.037313433
890,627,1.419457735
306,273,1.120879121
1023,897,1.140468227
882,743,1.187079408
343,265,1.294339623
274,263,1.041825095
584,373,1.565683646
258,251,1.027888446
247,245,1.008163265
339,252,1.345238095
261,248,1.052419355
257,244,1.053278689
238,236,1.008474576
676,732,0.923497268
921,731,1.259917921
269,252,1.067460317
282,259,1.088803089
249,252,0.988095238
710,654,1.085626911
253,244,1.036885246
238,240,0.991666667
285,251,1.135458167
269,252,1.067460317
365,302,1.208609272
432,346,1.248554913
1020,877,1.163055872
698,632,1.10443038
362,318,1.13836478
245,248,0.987903226
871,762,1.143044619
270,252,1.071428571
258,248,1.040322581
247,237,1.042194093
1023,876,1.167808219
268,254,1.05511811
430,387,1.111111111
647,273,2.36996337
784,725,1.08137931
263,255,1.031372549
273,258,1.058139535
394,306,1.287581699
299,488,0.612704918
1023,869,1.17721519
424,523,0.810707457
635,633,1.003159558
257,252,1.01984127
368,611,0.602291326
411,655,0.627480916
850,639,1.330203443
303,544,0.556985294
272,248,1.096774194
270,269,1.003717472
265,260,1.019230769
292,482,0.605809129
246,241,1.020746888
272,258,1.054263566
379,551,0.68784029
719,542,1.326568266
262,299,0.876254181
849,752,1.128989362
292,255,1.145098039
647,357,1.81232493
255,240,1.0625
525,479,1.096033403
722,704,1.025568182
911,783,1.163473819
471,694,0.678674352
246,235,1.046808511
859,686,1.252186589
813,687,1.183406114
255,241,1.058091286
681,501,1.359281437
902,697,1.294117647
274,263,1.041825095
249,246,1.012195122
443,569,0.778558875
292,498,0.586345382
885,809,1.09394314
335,317,1.056782334
1023,920,1.111956522
755,729,1.035665295
261,252,1.035714286
565,277,2.039711191
584,655,0.891603053
553,741,0.746288799
328,624,0.525641026
970,742,1.307277628
536,676,0.792899408
283,254,1.114173228
273,271,1.007380074
249,242,1.02892562
278,259,1.073359073
274,289,0.948096886
258,244,1.057377049
250,241,1.037344398
330,260,1.269230769
335,639,0.524256651
263,247,1.064777328
357,304,1.174342105
984,816,1.205882353
1023,936,1.092948718
572,699,0.818311874
768,451,1.702882483
498,701,0.710413695
327,456,0.717105263
425,547,0.776965265
245,235,1.042553191
359,355,1.011267606
932,766,1.216710183
363,477,0.761006289
287,266,1.078947368
619,603,1.026533997
241,234,1.02991453
458,644,0.711180124
465,662,0.702416918
257,240,1.070833333
342,241,1.419087137
267,249,1.072289157
255,337,0.756676558
404,413,0.978208232
335,323,1.037151703
759,670,1.132835821
257,247,1.04048583
258,249,1.036144578
281,323,0.86996904
412,576,0.715277778
440,730,0.602739726
313,532,0.588345865
613,811,0.755856967
789,643,1.227060653
300,257,1.167315175
617,446,1.383408072
322,256,1.2578125
1018,873,1.166093929
269,246,1.093495935
263,298,0.882550336
272,257,1.058365759
886,658,1.346504559
252,240,1.05
251,248,1.012096774
264,249,1.060240964
316,256,1.234375
290,320,0.90625
365,606,0.602310231
1003,845,1.186982249
295,453,0.651214128
325,266,1.221804511
506,392,1.290816327
356,720,0.494444444
468,658,0.711246201
988,845,1.169230769
259,381,0.679790026
261,250,1.044
626,618,1.012944984
281,538,0.522304833
252,245,1.028571429
258,250,1.032
274,399,0.686716792
412,440,0.936363636
360,568,0.633802817
244,241,1.012448133
258,247,1.044534413
507,387,1.310077519
764,371,2.059299191
591,699,0.845493562
285,279,1.021505376
1023,832,1.229567308
239,237,1.008438819
980,570,1.719298246
266,257,1.035019455
401,648,0.61882716
314,437,0.718535469
315,275,1.145454545
671,539,1.244897959
299,236,1.266949153
513,609,0.842364532
1023,912,1.121710526
256,243,1.053497942
287,256,1.12109375
381,485,0.78556701
938,755,1.242384106
703,727,0.96698762
262,244,1.073770492
269,247,1.089068826
252,240,1.05
242,234,1.034188034
242,240,1.008333333
350,658,0.531914894
438,435,1.006896552
733,594,1.234006734
253,243,1.041152263
262,245,1.069387755
250,239,1.046025105
851,749,1.136181575
384,263,1.460076046
268,244,1.098360656
299,259,1.154440154
942,705,1.336170213
941,785,1.198726115
333,293,1.136518771
429,636,0.674528302
812,666,1.219219219
271,256,1.05859375
781,560,1.394642857
281,261,1.076628352
432,681,0.634361233
343,249,1.37751004
285,264,1.079545455
257,245,1.048979592
273,253,1.079051383
258,241,1.070539419
562,636,0.883647799
366,269,1.360594796
296,271,1.092250923
958,728,1.315934066
262,258,1.015503876
955,760,1.256578947
246,249,0.987951807
261,241,1.082987552
299,250,1.196
268,254,1.05511811
909,769,1.182054616
269,278,0.967625899
777,668,1.163173653
587,733,0.800818554
246,238,1.033613445
588,664,0.885542169
270,338,0.798816568
242,238,1.016806723
310,271,1.143911439
350,247,1.417004049
255,253,1.007905138
617,300,2.056666667
281,392,0.716836735
293,260,1.126923077
285,261,1.091954023
268,247,1.085020243
268,262,1.022900763
465,530,0.877358491
282,249,1.13253012
866,597,1.450586265
921,718,1.282729805
289,257,1.124513619
383,597,0.641541039
612,738,0.829268293
256,243,1.053497942
283,263,1.076045627
438,338,1.295857988
270,262,1.030534351
260,248,1.048387097
268,262,1.022900763
266,252,1.055555556
547,704,0.776988636
776,688,1.127906977
893,772,1.156735751
281,263,1.068441065
271,253,1.071146245
263,250,1.052
256,249,1.02811245
260,254,1.023622047
881,602,1.46345515
1020,824,1.237864078
861,705,1.221276596
927,768,1.20703125
1023,862,1.186774942
269,546,0.492673993
242,237,1.021097046
269,258,1.042635659
246,237,1.037974684
381,389,0.979434447
246,241,1.020746888
1023,855,1.196491228
314,277,1.133574007
334,478,0.69874477
314,282,1.113475177
534,670,0.797014925
609,637,0.956043956
707,600,1.178333333
278,263,1.057034221
288,243,1.185185185
720,642,1.121495327
666,386,1.725388601
283,258,1.096899225
248,244,1.016393443
264,461,0.572668113
270,307,0.879478827
641,344,1.863372093
241,238,1.012605042
255,295,0.86440678
249,241,1.033195021
252,246,1.024390244
256,414,0.618357488
760,637,1.193092622
478,710,0.673239437
627,557,1.12567325
254,245,1.036734694
531,410,1.295121951
243,241,1.008298755
294,511,0.575342466
274,253,1.083003953
247,240,1.029166667
1023,913,1.120481928
268,247,1.085020243
255,324,0.787037037
1023,717,1.426778243
255,243,1.049382716
250,242,1.033057851
714,553,1.291139241
424,632,0.670886076
242,238,1.016806723
241,240,1.004166667
908,680,1.335294118
250,248,1.008064516
386,339,1.138643068
956,755,1.266225166
526,601,0.875207987
479,296,1.618243243
1023,927,1.103559871
372,294,1.265306122
289,609,0.47454844
1012,844,1.199052133
344,297,1.158249158
365,317,1.151419558
284,296,0.959459459
264,247,1.068825911
515,682,0.755131965
246,241,1.020746888
300,509,0.589390963
282,430,0.655813953
261,251,1.039840637
261,257,1.015564202
335,370,0.905405405
257,250,1.028
576,368,1.565217391
240,239,1.0041841
1023,944,1.083686441
253,240,1.054166667
264,250,1.056
541,503,1.07554672
1023,753,1.358565737
247,244,1.012295082
974,797,1.222082811
318,453,0.701986755
290,259,1.11969112
259,245,1.057142857
259,257,1.007782101
260,250,1.04
880,701,1.255349501
571,373,1.530831099
1018,896,1.136160714
247,237,1.042194093
250,239,1.046025105
274,254,1.078740157
1023,922,1.109544469
265,315,0.841269841
298,444,0.671171171
243,382,0.636125654
566,403,1.404466501
1023,902,1.134146341
422,643,0.6562986
403,680,0.592647059
254,239,1.062761506
247,243,1.016460905
262,247,1.060728745
266,253,1.051383399
265,252,1.051587302
264,252,1.047619048
1021,843,1.211150652
246,238,1.033613445
254,237,1.071729958
274,260,1.053846154
827,615,1.344715447
918,752,1.220744681
781,493,1.584178499
847,650,1.303076923
252,310,0.812903226
290,265,1.094339623
250,242,1.033057851
270,251,1.075697211
930,652,1.426380368
439,670,0.655223881
320,373,0.857908847
351,583,0.602058319
342,262,1.305343511
278,245,1.134693878
261,246,1.06097561
294,252,1.166666667
273,252,1.083333333
836,602,1.388704319
259,245,1.057142857
253,239,1.058577406
447,677,0.660265879
972,813,1.195571956
467,578,0.807958478
296,598,0.494983278
396,641,0.617784711
249,242,1.02892562
860,712,1.207865169
401,278,1.442446043
579,662,0.874622356
254,242,1.049586777
279,254,1.098425197
859,712,1.206460674
973,783,1.24265645
807,699,1.154506438
948,800,1.185
977,535,1.826168224
238,239,0.9958159
1023,882,1.159863946
277,259,1.069498069
482,326,1.478527607
246,237,1.037974684
687,411,1.671532847
264,240,1.1
457,538,0.849442379
697,767,0.908735332
580,693,0.836940837
267,248,1.076612903
432,336,1.285714286
268,248,1.080645161
272,264,1.03030303
256,250,1.024
735,518,1.418918919
245,241,1.01659751
245,249,0.983935743
1022,967,1.056876939
263,244,1.077868852
873,750,1.164
1016,843,1.205219454
906,740,1.224324324
833,641,1.299531981
251,243,1.032921811
251,244,1.028688525
268,470,0.570212766
287,564,0.508865248
302,263,1.148288973
361,623,0.579454254
361,528,0.683712121
260,247,1.052631579
287,265,1.083018868
275,254,1.082677165
261,242,1.078512397
406,383,1.060052219
247,232,1.064655172
1022,966,1.057971014
330,271,1.217712177
344,281,1.224199288
881,724,1.216850829
251,244,1.028688525
908,690,1.315942029
276,245,1.126530612
410,655,0.625954198
575,388,1.481958763
277,254,1.090551181
370,306,1.209150327
267,252,1.05952381
250,249,1.004016064
1023,926,1.10475162
262,264,0.992424242
916,750,1.221333333
300,256,1.171875
250,234,1.068376068
273,249,1.096385542
826,715,1.155244755
401,641,0.625585023
923,744,1.240591398
880,732,1.202185792
837,670,1.249253731
253,247,1.024291498
1023,935,1.094117647
282,239,1.179916318
448,644,0.695652174
587,374,1.569518717
250,243,1.028806584
623,751,0.829560586
841,659,1.276176024
307,486,0.631687243
299,259,1.154440154
251,251,1
829,672,1.233630952
298,266,1.120300752
292,526,0.55513308
277,254,1.090551181
807,598,1.349498328
390,522,0.747126437
892,672,1.327380952
297,262,1.133587786
330,396,0.833333333
239,236,1.012711864
264,246,1.073170732
310,272,1.139705882
260,253,1.027667984
341,453,0.752759382
402,388,1.036082474
272,255,1.066666667
276,252,1.095238095
530,617,0.858995138
259,244,1.06147541
1023,925,1.105945946
760,481,1.58004158
540,678,0.796460177
288,307,0.938110749
898,740,1.213513514
269,249,1.080321285
916,783,1.169859515
273,263,1.038022814
943,749,1.259012016
944,760,1.242105263
652,602,1.083056478
259,247,1.048582996
279,376,0.742021277
817,632,1.292721519
303,444,0.682432432
541,339,1.595870206
273,256,1.06640625
692,692,1
297,282,1.053191489
586,554,1.057761733
252,249,1.012048193
252,243,1.037037037
275,270,1.018518519
272,263,1.034220532
633,479,1.321503132
955,711,1.343178622
845,705,1.19858156
594,607,0.978583196
335,466,0.71888412
247,242,1.020661157
902,742,1.215633423
908,752,1.207446809
281,258,1.089147287
526,536,0.981343284
255,245,1.040816327
428,419,1.021479714
954,793,1.203026482
254,243,1.04526749
252,240,1.05
885,710,1.246478873
575,448,1.283482143
242,233,1.038626609
284,289,0.982698962
1023,887,1.153325817
548,666,0.822822823
915,734,1.246594005
624,488,1.278688525
1023,914,1.119256018
252,249,1.012048193
573,335,1.710447761
318,385,0.825974026
674,605,1.114049587
971,807,1.203221809
1012,877,1.153933865
356,304,1.171052632
345,256,1.34765625
1023,922,1.109544469
285,274,1.040145985
325,269,1.208178439
481,596,0.80704698
970,844,1.1492891
268,330,0.812121212
709,491,1.443991853
369,324,1.138888889
247,240,1.029166667
255,239,1.066945607
293,261,1.122605364
269,242,1.111570248
293,253,1.158102767
273,268,1.018656716
385,595,0.647058824
670,707,0.947666195
253,255,0.992156863
259,243,1.065843621
1023,925,1.105945946
350,491,0.712830957
873,721,1.210818308
329,335,0.982089552
264,248,1.064516129
269,252,1.067460317
539,548,0.983576642
246,234,1.051282051
1023,901,1.135405105
246,241,1.020746888
267,251,1.06374502
253,242,1.045454545
254,244,1.040983607
257,249,1.032128514
270,254,1.062992126
740,663,1.116138763
323,499,0.647294589
254,242,1.049586777
242,237,1.021097046
334,449,0.743875278
258,243,1.061728395
1023,897,1.140468227
331,483,0.685300207
770,603,1.27694859
255,253,1.007905138
283,259,1.092664093
